audit_name,settings,operator,map,remediation
17.5.1 (L1) Ensure 'Audit Account Lockout' is set to include 'Failure' (Automated),Failure,only,,"To establish the recommended configuration via GP, set the following UI path to include Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Logon/Logoff\Audit Account Lockout"
17.5.2 (L1) Ensure 'Audit Group Membership' is set to include 'Success' (Automated),"Success,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Success: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Logon/Logoff\Audit Group Membership"
17.5.3 (L1) Ensure 'Audit Logoff' is set to include 'Success' (Automated),"Success,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Success: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Logon/Logoff\Audit Logoff"
17.5.4 (L1) Ensure 'Audit Logon' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Logon/Logoff\Audit Logon"
17.5.5 (L1) Ensure 'Audit Other Logon/Logoff Events' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Logon/Logoff\Audit Other Logon/Logoff Events"
17.5.6 (L1) Ensure 'Audit Special Logon' is set to include 'Success' (Automated),"Success,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Success: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Logon/Logoff\Audit Special Logon"
17.6.1 (L1) Ensure 'Audit Detailed File Share' is set to include 'Failure' (Automated),"Failure,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Object Access\Audit Detailed File Share"
17.6.2 (L1) Ensure 'Audit File Share' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Object Access\Audit File Share"
17.6.3 (L1) Ensure 'Audit Other Object Access Events' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Object Access\Audit Other Object Access Events"
17.6.4 (L1) Ensure 'Audit Removable Storage' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Object Access\Audit Removable Storage"
17.7.1 (L1) Ensure 'Audit Audit Policy Change' is set to include 'Success' (Automated),"Success,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Success: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Policy Change\Audit Audit Policy Change"
17.7.2 (L1) Ensure 'Audit Authentication Policy Change' is set to include 'Success' (Automated),"Success,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Success: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Policy Change\Audit Authentication Policy Change"
17.7.3 (L1) Ensure 'Audit Authorization Policy Change' is set to include 'Success' (Automated),"Success,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Success: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Policy Change\Audit Authorization Policy Change"
17.7.4 (L1) Ensure 'Audit MPSSVC Rule-Level Policy Change' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Policy Change\Audit MPSSVC RuleLevel Policy Change"
17.7.5 (L1) Ensure 'Audit Other Policy Change Events' is set to include 'Failure' (Automated),"Failure,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Policy Change\Audit Other Policy Change Events"
17.8.1 (L1) Ensure 'Audit Sensitive Privilege Use' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Privilege Use\Audit Sensitive Privilege Use"
17.9.1 (L1) Ensure 'Audit IPsec Driver' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\System\Audit IPsec Driver"
17.9.2 (L1) Ensure 'Audit Other System Events' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\System\Audit Other System Events"
17.9.3 (L1) Ensure 'Audit Security State Change' is set to include 'Success' (Automated),"Success,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Success: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\System\Audit Security State Change"
17.9.4 (L1) Ensure 'Audit Security System Extension' is set to include 'Success' (Automated),"Success,Success and Failure",one_of,,"To establish the recommended configuration via GP, set the following UI path to include Success: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\System\Audit Security System Extension"
17.9.5 (L1) Ensure 'Audit System Integrity' is set to 'Success and Failure' (Automated),Success and Failure,only,,"To establish the recommended configuration via GP, set the following UI path to Success and Failure: Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\System\Audit System Integrity"
18.1.1.1 (L1) Ensure 'Prevent enabling lock screen camera' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Control Panel\Personalization\Prevent enabling lock screen camera"
18.1.1.2 (L1) Ensure 'Prevent enabling lock screen slide show' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Control Panel\Personalization\Prevent enabling lock screen slide show"
18.1.2.2 (L1) Ensure 'Allow users to enable online speech recognition services' is set to 'Disabled' (Automated),Disabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Control Panel\Regional and Language Options\Allow users to enable online speech recognition services"
18.1.3 (L2) Ensure 'Allow Online Tips' is set to 'Disabled' (Automated),Disabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Control Panel\Allow Online Tips"
18.4.1 (L1) Ensure 'Configure RPC packet level privacy setting for incoming connections' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Configure RPC packet level privacy setting for incoming connections"
18.4.2 (L1) Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)' (Automated),Enabled: Disable driver (recommended),==,"{""0"":""Boot Start"",""1"": ""System Start"",""2"": ""Automatic Start"",""3"": ""Manual Start"", ""4"": ""Enabled: Disable driver (recommended)""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Disable driver (recommended): Computer Configuration\Policies\Administrative Templates\MS Security Guide\Configure SMB v1 client driver"
18.4.3 (L1) Ensure 'Configure SMB v1 server' is set to 'Disabled' (Automated),Disabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Configure SMB v1 server"
18.4.4 (L1) Ensure 'Enable Certificate Padding' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Enable Certificate Padding"
18.4.5 (L1) Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Enabled"", ""1"": ""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Enable Structured Exception Handling Overwrite Protection (SEHOP)"
18.4.6 (L1) Ensure 'LSA Protection' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\LSA Protection"
18.4.7 (L1) Ensure 'NetBT NodeType configuration' is set to 'Enabled: P-node (recommended)' (Automated),P-node (recommended) (point-to-point),==,"{""1"":""B-node (broadcast)"",""2"":""P-node (recommended) (point-to-point)"",""3"":""M-node"",""4"":""H-node""}","To establish the recommended configuration via GP, set the following UI path to Enabled: P-node (recommended): Computer Configuration\Policies\Administrative Templates\MS Security Guide\NetBT NodeType configuration"
18.4.8 (L1) Ensure 'WDigest Authentication' is set to 'Disabled' (Automated),Disabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\WDigest Authentication (disabling may require KB2871997)"
